ID,name,description,p,s,label,software
156,-emit-interface-stubs,Generate Inteface Stub Files.,1,6,function-tradeoff,clang
164,-fansi-escape-codes,Use ANSI escape codes for diagnostics,0,0,others,clang
194,-fcs-profile-generate=,Generate instrumented code to collect context sensitive execution counts into /default.profraw (overridden by LLVM_PROFILE_FILE env var),0,0,others,clang
195,-fcuda-approx-transcendentals,Use approximate transcendental functions,0,0,others,clang
198,-fcxx-exceptions,Enable C++ exceptions,1,3,reliability-tradeoff,clang
199,-fdata-sections,Place each data in its own section (ELF Only),0,0,others,clang
218,-fdigraphs,"Enable alternative token representations '<:',':>','<%','%>','%:','%:%:' (default)",0,0,others,clang
222,-fdwarf-exceptions,Use DWARF style exceptions,0,0,others,clang
228,-fexperimental-isel,Enables the experimental global instruction selector,0,0,others,clang
236,-ffixed-r9,Reserve the r9 register (ARM only),0,0,others,clang
256,-ffixed-x27,Reserve the 27 register (AArch64/RISC-V only),0,0,others,clang
268,-fforce-dwarf-frame,Always emit a debug frame section,1,6,function-tradeoff,clang
269,-fforce-emit-vtables,Emits more virtual tables to improve devirtualization,1,4,limited-side-effect,clang
272,-ffp-exception-behavior,Specifies the exception behavior of floating-point operations.,0,0,others,clang
275,-ffunction-sections,Place each function in its own section (ELF Only),0,0,others,clang
281,-fgpu-rdc,"Generate relocatable device code, also known as separate compilation mode.",0,0,others,clang
288,-finstrument-functions-after-inlining,"Like -finstrument-functions, but insert the calls after inlining",0,0,others,clang
306,-fmodules-ignore-macro,Ignore the definition of the given macro when building and loading modules,0,0,others,clang
309,-fmodules-search-all,Search even non-imported modules to resolve references,0,0,others,clang
311,-fmodules-ts,Enable support for the C++ Modules TS,0,0,others,clang
314,-fmodules-validate-once-per-build-session,Don't verify input files for the modules if the module has been successfully validated or loaded during this build session,1,4,limited-side-effect,clang
318,-fmsc-version,Microsoft compiler version number to report in _MSC_VER (0 = don't define it (default)),0,0,others,clang
338,-fno-delete-null-pointer-checks,Do not treat usage of null pointers as undefined behavior.,0,0,others,clang
341,-fno-discard-value-names,Do not discard value names in LLVM IR,0,0,others,clang
344,-fno-elide-constructors,Disable C++ copy constructor elision,0,0,others,clang
347,-fno-experimental-new-pass-manager,Disables an experimental new pass manager in LLVM.,0,0,others,clang
354,-fno-integrated-cc1,Spawn a separate process for each cc1,0,0,others,clang
355,-fno-jump-tables,Do not use jump tables for lowering switches,0,0,others,clang
370,-fno-sanitize-address-poison-custom-array-cookie,Disable poisoning array cookies when using custom operator new[] in AddressSanitizer,0,0,others,clang
375,-fno-sanitize-cfi-cross-dso,Disable control flow integrity (CFI) checks for cross-DSO calls.,1,2,security-tradeoff,clang
407,-fopenmp-simd,Emit OpenMP code only for SIMD-based constructs.,1,6,function-tradeoff,clang
413,-fpascal-strings,Recognize and construct Pascal-style string literals,0,0,others,clang
417,-fpch-validate-input-files-content,Validate PCH input files based on content if mtime differs,0,0,others,clang
427,-fprofile-instr-use,Use instrumentation data for profile-guided optimization,0,0,others,clang
435,-frelaxed-template-template-args,Enable C++17 relaxed template template argument matching,0,0,others,clang
439,-fsanitize-address-field-padding,Level of field padding for AddressSanitizer,0,0,others,clang
445,-fsanitize-cfi-canonical-jump-tables,Make the jump table addresses canonical in the symbol table,0,0,others,clang
451,-fsanitize-memory-use-after-dtor,Enable use-after-destroy detection in MemorySanitizer,0,0,others,clang
453,-fsanitize-stats,Enable sanitizer statistics gathering.,1,6,function-tradeoff,clang
466,-fsjlj-exceptions,Use SjLj style exceptions,0,0,others,clang
468,-fsplit-dwarf-inlining,Provide minimal debug info in the object/executable to facilitate online symbolication/stack traces in the absence of .dwo/.dwp files when using Split DWARF,0,0,others,clang
471,-fstack-protector-all,Enable stack protectors for all functions,1,2,security-tradeoff,clang
472,-fstack-protector-strong,"Enable stack protectors for some functions vulnerable to stack smashing. Compared to -fstack-protector, this uses a stronger heuristic that includes functions containing arrays of any size (and any type), as well as any calls to alloca or the taking of an address from a local variable",1,2,security-tradeoff,clang
482,-ftime-trace-granularity,Minimum time granularity (in microseconds) traced by time profiler,0,0,others,clang
492,-fveclib,Use the given vector functions library,0,0,others,clang
512,-fzvector,Enable System z vector language extension,0,0,others,clang
517,-gcodeview-ghash,Emit type record hashes in a .debug$H section,1,6,function-tradeoff,clang
518,-gdwarf,Generate source-level debug information with the default dwarf version,0,0,others,clang
520,-gdwarf-3,Generate source-level debug information with dwarf version 3,0,0,others,clang
524,-gline-directives-only,Emit debug line info directives only,1,6,function-tradeoff,clang
526,-gmodules,Generate debug info with external references to clang modules or precompiled headers,0,0,others,clang
562,-mcmodel=medlow,"Equivalent to -mcmodel=small, compatible with RISC-V gcc.",0,0,others,clang
567,-MD,Write a depfile containing user and system headers,0,0,others,clang
570,-mextern-sdata,Assume that externally defined data is in the small data if it meets the -G <size> threshold (MIPS),1,5,workload-specific,clang
573,-mfp32,Use 32-bit floating point registers (MIPS only),0,0,others,clang
584,-mindirect-jump,Change indirect jump instructions to inhibit speculation,0,0,others,clang
585,-mios-version-min,Set iOS deployment target,0,0,others,clang
587,-mllvm,Additional arguments to forward to LLVM's option processing,0,0,others,clang
591,-mlong-double-64,Force long double to be 64 bits,0,0,others,clang
593,-MM,"Like -MMD, but also implies -E and writes to stdout by default",0,0,others,clang
596,-MMD,Write a depfile containing user headers,0,0,others,clang
602,-mno-code-object-v3,Disable code object v3 (AMDGPU only),0,0,others,clang
605,-mno-cumode,WGP wavefront execution mode is used (AMDGPU only),0,0,others,clang
608,-mno-extern-sdata,Do not assume that externally defined data is in the small data if it meets the -G <size> threshold (MIPS),1,5,workload-specific,clang
610,-mno-global-merge,Disable merging of globals,0,0,others,clang
616,-mno-long-calls,Restore the default behaviour of not generating long calls,0,0,others,clang
617,-mno-madd4,"Disable the generation of 4-operand madd.s, madd.d and related instructions.",0,0,others,clang
619,-mno-movt,Disallow use of movt/movw pairs (ARM only),0,0,others,clang
621,-mno-ms-bitfields,Do not set the default structure layout to be compatible with the Microsoft compiler standard,0,0,others,clang
629,-mno-relax,Disable linker relaxation,0,0,others,clang
658,-msoft-float,Use software floating point,0,0,others,clang
660,-mstack-alignment,Set the stack alignment,0,0,others,clang
662,-mstack-probe-size,Set the stack probe size,1,5,workload-specific,clang
671,-mxnack,Enable XNACK (AMDGPU only),0,0,others,clang
701,--precompile,Only precompile the input,0,0,others,clang
704,-print-ivar-layout,Enable Objective-C Ivar layout bitmap print trace,1,6,function-tradeoff,clang
716,-relocatable-pch,Whether to build a relocatable precompiled header,0,0,others,clang
718,-rewrite-objc,Rewrite Objective-C source to C++,0,0,others,clang
729,-static-libsan,Statically link the sanitizer runtime,0,0,others,clang
731,-std,Language standard to compile for,0,0,others,clang
736,--target,Generate code for the given target,0,0,others,clang
739,-time,Time individual commands,0,0,others,clang
740,-traditional-cpp,Enable some traditional CPP emulation,0,0,others,clang
746,-v,Show commands to run and use verbose output,1,6,function-tradeoff,clang
749,--version,Print version information,1,6,function-tradeoff,clang
755,"-Wp,arg",Pass the comma separated arguments in <arg> to the preprocessor,0,0,others,clang
761,-Xcuda-fatbinary,Pass <arg> to fatbinary invocation,0,0,others,clang
762,-Xcuda-ptxas,Pass <arg> to the ptxas assembler,0,0,others,clang
767,adl.feature.ownerandgroup.enableupn,"When true : User and Group in FileStatus/AclStatus response is represented as user friendly name as per Azure AD profile. When false (default) : User and Group in FileStatus/AclStatus response is represented by the unique identifier from Azure AD profile (Object ID as GUID). For optimal performance, false is recommended.",1,6,function-tradeoff,core
772,file.bytes-per-checksum,The number of bytes per checksum. Must not be larger than file.stream-buffer-size,0,0,others,core
774,file.replication,Replication factor,1,3,reliability-tradeoff,core
778,fs.AbstractFileSystem.har.impl,The AbstractFileSystem for har: uris.,0,0,others,core
779,fs.AbstractFileSystem.hdfs.impl,The FileSystem for hdfs: uris.,0,0,others,core
787,fs.adl.oauth2.credential,The OAuth2 access key.,0,0,others,core
794,fs.azure.authorization.caching.enable,Config flag to enable caching of authorization results and saskeys in WASB. This flag is relevant only when fs.azure.authorization is enabled.,1,2,security-tradeoff,core
801,fs.client.resolve.remote.symlinks,"Whether to resolve symlinks when accessing a remote Hadoop filesystem. Setting this to false causes an exception to be thrown upon encountering a symlink. This setting does not apply to local filesystems, which automatically resolve local symlinks.",1,6,function-tradeoff,core
810,fs.ftp.transfer.mode,"Set FTP's transfer mode based on configuration. Valid values are STREAM_TRANSFER_MODE, BLOCK_TRANSFER_MODE and COMPRESSED_TRANSFER_MODE.",0,0,others,core
819,fs.s3.sleepTimeSeconds,The number of seconds to sleep between each S3 retry.,0,0,others,core
820,fs.s3a.access.key,AWS access key ID used by S3A file system. Omit for IAM role-based or provider-based authentication.,0,0,others,core
821,fs.s3a.acl.default,"Set a canned ACL for newly created and copied objects. Value may be Private, PublicRead, PublicReadWrite, AuthenticatedRead, LogDeliveryWrite, BucketOwnerRead, or BucketOwnerFullControl.",0,0,others,core
825,fs.s3a.buffer.dir,Comma separated list of directories that will be used to buffer file uploads to.,0,0,others,core
831,fs.s3a.fast.upload,Use the incremental block-based fast upload mechanism with the buffering mechanism set in fs.s3a.fast.upload.buffer.,1,4,limited-side-effect,core
832,fs.s3a.fast.upload.active.blocks,"Maximum Number of blocks a single output stream can have active (uploading, or queued to the central FileSystem instance's pool of queued operations. This stops a single stream overloading the shared thread pool.",1,1,resource,core
835,fs.s3a.max.total.tasks,The number of operations which can be queued for execution,1,1,resource,core
836,fs.s3a.metadatastore.authoritative,"When true, allow MetadataStore implementations to act as source of truth for getting file status and directory listings. Even if this is set to true, MetadataStore implementations may choose not to return authoritative results. If the configured MetadataStore does not support being authoritative, this setting will have no effect.",1,6,function-tradeoff,core
851,fs.s3a.readahead.range,"Bytes to read ahead during a seek() before closing and re-opening the S3 HTTP connection. This option will be overridden if any call to setReadahead() is made to an open stream. A suffix from the set {K,M,G,T,P} may be used to scale the numeric value.",0,0,others,core
854,fs.s3a.s3guard.ddb.max.retries,"Max retries on batched DynamoDB operations before giving up and throwing an IOException. Each retry is delayed with an exponential backoff timer which starts at 100 milliseconds and approximately doubles each time. The minimum wait before throwing an exception is sum(100, 200, 400, 800, .. 100*2^N-1 ) == 100 * ((2^N)-1) So N = 9 yields at least 51.1 seconds (51,100) milliseconds of blocking before throwing an IOException.",0,0,others,core
865,fs.s3a.signing-algorithm,Override the default signing algorithm so legacy implementations can still be used,0,0,others,core
874,fs.s3n.multipart.copy.block.size,The block size for multipart copy in native S3 filesystem. Default size is 5GB.,1,5,workload-specific,core
875,fs.s3n.multipart.uploads.block.size,The block size for multipart uploads to native S3 filesystem. Default size is 64MB.,1,5,workload-specific,core
880,fs.trash.interval,"Number of minutes after which the checkpoint gets deleted. If zero, the trash feature is disabled. This option may be configured both on the server and the client. If trash is disabled server side then the client side configuration is checked. If trash is enabled on the server side then the value configured on the server is used and the client configuration value is ignored.",0,0,others,core
884,ftp.blocksize,Block size,1,5,workload-specific,core
891,ha.failover-controller.graceful-fence.rpc-timeout.ms,Timeout that the FC waits for the old active to go to standby,0,0,others,core
894,ha.health-monitor.connect-retry-interval.ms,How often to retry connecting to the service.,0,0,others,core
898,ha.zookeeper.auth,"A comma-separated list of ZooKeeper authentications to add when connecting to ZooKeeper. These are specified in the same format as used by the ""addauth"" command in the ZK CLI. It is important that the authentications specified here are sufficient to access znodes with the ACL specified in ha.zookeeper.acl. If the auths contain secrets, you may instead specify a path to a file, prefixed with the '@' symbol, and the value of this configuration will be loaded from within.",0,0,others,core
904,hadoop.caller.context.signature.max.size,"The caller's signature (optional) is for offline validation. If the signature exceeds the maximum allowed bytes in server, the caller context will be abandoned, in which case the caller context will not be recorded in audit logs.",1,5,workload-specific,core
907,haDoop.http.authentication.cookie.domain,"The domain to use for the HTTP cookie that stores the authentication token. In order to authentiation to work correctly across all Hadoop nodes web-consoles the domain must be correctly set. IMPORTANT: when using IP addresses, browsers ignore cookies with domain settings. For this setting to work properly all nodes in the cluster must be configured to generate URLs with hostname.domain names on it.",0,0,others,core
913,hadoop.http.authentication.type,Defines authentication used for Oozie HTTP endpoint.,1,2,security-tradeoff,core
916,hadoop.http.cross-origin.allowed-origins,Comma separated list of origins that are allowed for web services needing cross-origin (CORS) support. Wildcards (*) and patterns allowed,0,0,others,core
920,hadoop.http.logs.enabled,"Enable the ""/logs"" endpoint on all Hadoop daemons, which serves local logs, but may be considered a security risk due to it listing the contents of a directory.",1,6,function-tradeoff,core
926,hadoop.registry.kerberos.realm,"The kerberos realm: used to set the realm of system principals which do not declare their realm, and any other accounts that need the value. If empty, the default realm of the running process is used. If neither are known and the realm is needed, then the registry service/client will fail.",0,0,others,core
930,hadoop.registry.zk.connection.timeout.ms,Zookeeper connection timeout in milliseconds,0,0,others,core
933,hadoop.registry.zk.retry.times,Zookeeper connection retry count before failing,0,0,others,core
938,hadoop.security.auth_to_local,Maps kerberos principals to local user names,0,0,others,core
940,hadoop.security.authorization,Is service-level authorization enabled?,1,2,security-tradeoff,core
946,hadoop.security.crypto.codec.classes.aes.ctr.nopadding,"Comma-separated list of crypto codec implementations for AES/CTR/NoPadding. The first implementation will be used if available, others are fallbacks.",0,0,others,core
947,hadoop.security.crypto.codec.classes.EXAMPLECIPHERSUITE,"The prefix for a given crypto codec, contains a comma-separated list of implementation classes for a given crypto codec (eg EXAMPLECIPHERSUITE). The first implementation will be used if available, others are fallbacks.",0,0,others,core
964,hadoop.security.group.mapping.ldap.read.timeout.ms,"This property is the read timeout (in milliseconds) for LDAP operations. If the LDAP provider doesn't get a LDAP response within the specified period, it will abort the read attempt. Non-positive value means no read timeout is specified in which case it waits for the response infinitely.",0,0,others,core
973,hadoop.security.group.mapping.ldap.ssl.keystore.password,The password of the LDAP SSL keystore. this property name is used as an alias to get the password from credential providers. If the password can not be found and hadoop.security.credential.clear-text-fallback is true LDAPGroupsMapping uses the value of this property for password.,0,0,others,core
980,hadoop.security.group.mapping.providers.combined,"true or false to indicate whether groups from the providers are combined or not. The default value is true. If true, then all the providers will be tried to get groups and all the groups are combined to return as the final results. Otherwise, providers are tried one by one in the configured list order, and if any groups are retrieved from any provider, then the groups will be returned without trying the left ones.",1,2,security-tradeoff,core
985,hadoop.security.groups.negative-cache.secs,"Expiration time for entries in the the negative user-to-group mapping caching, in seconds. This is useful when invalid users are retrying frequently. It is suggested to set a small value for this expiration, since a transient error in group lookup could temporarily lock out a legitimate user. Set this to zero or negative value to disable negative user-to-group caching.",1,5,workload-specific,core
987,hadoop.security.impersonation.provider.class,"A class which implements ImpersonationProvider interface, used to authorize whether one user can impersonate a specific user. If not specified, the DefaultImpersonationProvider will be used. If a class is specified, then that class will be used to determine the impersonation capability.",0,0,others,core
994,hadoop.security.kms.client.encrypted.key.cache.num.refill.threads,Number of threads to use for refilling depleted EncryptedKeyVersion cache Queues,1,1,resource,core
1002,hadoop.security.sensitive-config-keys,"A comma-separated or multi-line list of regular expressions to match configuration keys that should be redacted where appropriate, for example, when logging modified properties during a reconfiguration, private credentials should not be logged.",0,0,others,core
1005,hadoop.service.shutdown.timeout,"Timeout to wait for each shutdown operation to complete. If a hook takes longer than this time to complete, it will be interrupted, so the service will shutdown. This allows the service shutdown to recover from a blocked operation. Some shutdown hooks may need more time than this, for example when a large amount of data needs to be uploaded to an object store. In this situation: increase the timeout. The minimum duration of the timeout is 1 second, ""1s"".",0,0,others,core
1011,hadoop.ssl.enabled.protocols,The supported SSL protocols.,0,0,others,core
1019,hadoop.util.hash.type,The default implementation of Hash. Currently this can take one of the two values: 'murmur' to select MurmurHash and 'jenkins' to select JenkinsHash.,0,0,others,core
1023,hadoop.zk.auth,"Specify the auths to be used for the ACL's specified in hadoop.zk.acl. This takes a comma-separated list of authentication mechanisms, each of the form 'scheme:auth' (the same syntax used for the 'addAuth' command in the ZK CLI).",1,2,security-tradeoff,core
1032,io.mapfile.bloom.error.rate,"The rate of false positives in BloomFilter-s used in BloomMapFile. As this value decreases, the size of BloomFilter-s increases exponentially. This value is the probability of encountering false positives (default is 0.5%).",0,0,others,core
1034,io.native.lib.available,Controls whether to use native libraries for bz2 and zlib compression codecs or not. The property does not control any other native libraries.,1,6,function-tradeoff,core
1035,io.seqfile.compress.blocksize,The minimum block size for compression in block compressed SequenceFiles.,1,5,workload-specific,core
1045,ipc.client.idlethreshold,Defines the threshold number of connections after which connections will be inspected for idleness.,1,5,workload-specific,core
1048,ipc.client.ping,"Send a ping to the server when timeout on reading the response, if set to true. If no failure is detected, the client retries until at least a byte is read or the time given by ipc.client.rpc-timeout.ms is passed.",1,5,workload-specific,core
1049,ipc.client.rpc-timeout.ms,"Timeout on waiting response from server, in milliseconds. If ipc.client.ping is set to true and this rpc-timeout is greater than the value of ipc.ping.interval, the effective value of the rpc-timeout is rounded up to multiple of ipc.ping.interval.",0,0,others,core
1056,ipc.server.max.connections,"The maximum number of concurrent connections a server is allowed to accept. If this limit is exceeded, incoming connections will first fill the listen queue and then may go to an OS-specific listen overflow queue. The client may fail or timeout, but the server can avoid running out of file descriptors using this feature. 0 means no limit.",1,1,resource,core
1075,seq.io.sort.factor,The number of streams to merge at once while sorting files using SequenceFile.Sorter. This determines the number of open file handles.,0,0,others,core
1077,tfile.fs.input.buffer.size,Buffer size used for FSDataInputStream in bytes.,1,1,resource,core
1081,akka.ask.timeout,Timeout used for all futures and blocking Akka calls. If Flink fails due to timeouts then you should try to increase this value. Timeouts can be caused by slow machines or a congested network. The timeout value requires a time-unit specifier (ms/s/min/h/d).,0,0,others,flink
1088,akka.framesize,"Maximum size of messages which are sent between the JobManager and the TaskManagers. If Flink fails because messages exceed this limit, then you should increase it. The message size requires a size-unit specifier.",1,5,workload-specific,flink
1095,akka.server-socket-worker-pool.pool-size-min,Min number of threads to cap factor-based number to.,1,1,resource,flink
1097,akka.startup-timeout,Timeout after which the startup of a remote component is considered being failed.,0,0,others,flink
1111,blob.service.ssl.enabled,Flag to override ssl support for the blob service transport.,1,2,security-tradeoff,flink
1116,classloader.parent-first-patterns.default,"A (semicolon-separated) list of patterns that specifies which classes should always be resolved through the parent ClassLoader first. A pattern is a simple prefix that is checked against the fully qualified class name. This setting should generally not be modified. To add another pattern we recommend to use ""classloader.parent-first-patterns.additional"" instead.",0,0,others,flink
1117,classloader.resolve-order,"Defines the class resolution strategy when loading classes from user code, meaning whether to first check the user code jar (""child-first"") or the application classpath (""parent-first""). The default settings indicate to load classes first from the user code jar, which means that user code jars can include and load different dependencies than Flink uses (transitively).",0,0,others,flink
1129,compiler.delimited-informat.max-sample-len,"The maximal length of a line sample that the compiler takes for delimited inputs. If the length of a single sample exceeds this value (possible because of misconfiguration of the parser), the sampling aborts. This value can be overridden for a specific input with the input format's parameters.",1,5,workload-specific,flink
1130,compiler.delimited-informat.min-line-samples,The minimum number of line samples taken by the compiler for delimited inputs. The samples are used to estimate the number of records. This value can be overridden for a specific input with the input format's parameters,1,5,workload-specific,flink
1140,env.ssh.opts,"Additional command line options passed to SSH clients when starting or stopping JobManager, TaskManager, and Zookeeper services (start-cluster.sh, stop-cluster.sh, start-zookeeper-quorum.sh, stop-zookeeper-quorum.sh).",0,0,others,flink
1143,execution.buffer-timeout,"The maximum time frequency (milliseconds) for the flushing of the output buffers. By default the output buffers flush frequently to provide low latency and to aid smooth developer experience. Setting the parameter can result in three logical modes: A positive value triggers flushing periodically by that interval, 0 triggers flushing after every record thus minimizing latency, -1 ms triggers flushing only when the output buffer is full thus maximizing throughput",0,0,others,flink
1148,execution.checkpointing.mode,The checkpointing mode (exactly-once vs. at-least-once).,1,6,function-tradeoff,flink
1154,execution.job-listeners,Custom JobListeners to be registered with the execution environment. The registered listeners cannot have constructors with arguments.,0,0,others,flink
1155,execution.runtime-mode,"Runtime execution mode of DataStream programs. Among other things, this controls task scheduling, network shuffle behavior, and time semantics.",0,0,others,flink
1156,execution.savepoint.ignore-unclaimed-state,Allow to skip savepoint state that cannot be restored. Allow this if you removed an operator from your pipeline after the savepoint was triggered.,1,6,function-tradeoff,flink
1177,high-availability.zookeeper.client.max-retry-attempts,Defines the number of connection retries before the client gives up.,0,0,others,flink
1178,high-availability.zookeeper.client.retry-wait,Defines the pause between consecutive retries in ms.,0,0,others,flink
1180,high-availability.zookeeper.path.checkpoint-counter,ZooKeeper root path (ZNode) for checkpoint counters.,0,0,others,flink
1208,jobmanager.memory.off-heap.size,Off-heap Memory size for JobManager. This option covers all off-heap memory usage including direct and native memory allocation. The JVM direct memory limit of the JobManager process (-XX:MaxDirectMemorySize) will be set to this value if the limit is enabled by 'jobmanager.memory.enable-jvm-direct-memory-limit'.,1,1,resource,flink
1218,kubernetes.container.image,Image to use for Flink containers. The specified image must be based upon the same Apache Flink and Scala versions as used by the application. Visit https://hub.docker.com/_/flink tab=tags for the official docker images provided by the Flink project. The Flink project also publishes docker images here: https://hub.docker.com/r/apache/flink,0,0,others,flink
1228,kubernetes.jobmanager.annotations,"The user-specified annotations that are set to the JobManager pod. The value could be in the form of a1:v1,a2:v2",0,0,others,flink
1229,kubernetes.jobmanager.cpu,The number of cpu used by job manager,1,1,resource,flink
1236,kubernetes.rest-service.annotations,"The user-specified annotations that are set to the rest Service. The value should be in the form of a1:v1,a2:v2",0,0,others,flink
1242,kubernetes.taskmanager.labels,"The labels to be set for TaskManager pods. Specified as key:value pairs separated by commas. For example, version:alphav1,deploy:test.",0,0,others,flink
1251,mesos.resourcemanager.artifactserver.ssl.enabled,Enables SSL for the Flink artifact server. Note that security.ssl.enabled also needs to be set to true encryption to enable encryption.,1,2,security-tradeoff,flink
1285,metrics.scope.jm.job,Defines the scope format string that is applied to all metrics scoped to a job on a JobManager.,0,0,others,flink
1287,metrics.scope.task,Defines the scope format string that is applied to all metrics scoped to a task.,0,0,others,flink
1288,metrics.scope.tm,Defines the scope format string that is applied to all metrics scoped to a TaskManager.,0,0,others,flink
1291,metrics.system-resource-probing-interval,Interval between probing of system resource metrics specified in milliseconds. Has an effect only when 'metrics.system-resource' is enabled.,0,0,others,flink
1293,pipeline.auto-type-registration,Controls whether Flink is automatically registering all types in the user programs with Kryo.,0,0,others,flink
1299,pipeline.force-avro,Forces Flink to use the Apache Avro serializer for POJOs. Important: Make sure to include the flink-avro module.,0,0,others,flink
1304,pipeline.max-parallelism,The program-wide maximum parallelism used for operators which haven't specified a maximum parallelism. The maximum parallelism specifies the upper limit for dynamic scaling and the number of key groups used for partitioned state.,1,1,resource,flink
1307,pipeline.operator-chaining,Operator chaining allows non-shuffle operations to be co-located in the same thread fully avoiding serialization and de-serialization.,0,0,others,flink
1309,pipeline.registered-pojo-types,"Semicolon separated list of types to be registered with the serialization stack. If the type is eventually serialized as a POJO, then the type is registered with the POJO serializer. If the type ends up being serialized with Kryo, then it will be registered at Kryo to make sure that only tags are written.",0,0,others,flink
1321,resourcemanager.standalone.start-up-time,"Time in milliseconds of the start-up period of a standalone cluster. During this time, resource manager of the standalone cluster expects new task executors to be registered, and will not fail slot requests that can not be satisfied by any current registered slots. After this time, it will fail pending and new coming requests immediately that can not be satisfied by registered slots. If not set, 'slotmanager.request-timeout' will be used by default.",0,0,others,flink
1331,rest.retry.delay,The time in ms that the client waits between retries (See also `rest.retry.max-attempts`).,0,0,others,flink
1334,rest.server.numThreads,The number of threads for the asynchronous processing of requests.,1,1,resource,flink
1340,restart-strategy.fixed-delay.attempts,The number of times that Flink retries the execution before the job is declared as failed if restart-strategy has been set to fixed-delay.,0,0,others,flink
1349,security.ssl.internal.enabled,"Turns on SSL for internal network communication. Optionally, specific components may override this through their own settings (rpc, data transport, REST, etc).",1,2,security-tradeoff,flink
1353,security.ssl.internal.keystore-password,"The secret to decrypt the keystore file for Flink's for Flink's internal endpoints (rpc, data transport, blob server).",0,0,others,flink
